년월,시도명,읍면동명,업종명,성별,이용자수,이용금액,거주인구,근무인구,방문인구,데이터기준일자
21-May,제주시,노형동,차량용 주유소 운영업,여성,5089,226197149,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,체인화 편의점,법인,5985,75163530,,,,2021-07-26
21-May,제주시,노형동,체인화 편의점,여성,24310,224129970,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,7937,93945270,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,노형동,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,1682,54586680,,,,2021-07-26
21-May,제주시,노형동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,6577,74116720,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,한식 음식점업,남성,32789,1398435310,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,노형동,한식 음식점업,법인,13413,800773370,,,,2021-07-26
21-May,제주시,노형동,한식 음식점업,여성,19365,748869700,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,차량용 주유소 운영업,법인,4898,359056884,,,,2021-07-26
21-May,제주시,도두동,수산물 소매업,법인,99,31677300,,,,2021-07-26
21-May,제주시,노형동,체인화 편의점,남성,48393,427964520,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,노형동,자동차 임대업,여성,11,1910000,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,호텔업,남성,2180,374686878,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,노형동,호텔업,여성,1773,248503652,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,화장품 및 방향제 소매업,여성,297,31864200,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,노형동,휴양콘도 운영업,남성,82,23529502,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,노형동,휴양콘도 운영업,법인,83,137775571,,,,2021-07-26
21-May,제주시,노형동,휴양콘도 운영업,여성,47,13626000,21069217.98,1869028.96,6926590.469,2021-07-26
21-May,제주시,도두동,과실 및 채소 소매업,남성,85,8158000,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,과실 및 채소 소매업,법인,44,7613000,,,,2021-07-26
21-May,제주시,도두동,과실 및 채소 소매업,여성,110,6019145,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,그외 기타 스포츠시설 운영업,법인,1,660000,,,,2021-07-26
21-May,제주시,도두동,기타 수상오락 서비스업,남성,3,220000,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,노형동,화장품 및 방향제 소매업,남성,151,16466580,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,도두동,기타 수상오락 서비스업,여성,1,120000,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,기타 외국식 음식점업,여성,4,31000,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,비알콜 음료점업,남성,129,1964500,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,비알콜 음료점업,법인,16,227500,,,,2021-07-26
21-May,제주시,도두동,비알콜 음료점업,여성,168,2293500,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,빵 및 과자류 소매업,남성,131,3565900,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,빵 및 과자류 소매업,법인,21,821000,,,,2021-07-26
21-May,제주시,도두동,빵 및 과자류 소매업,여성,209,5695600,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,서양식 음식점업,남성,1380,26141310,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,서양식 음식점업,법인,381,21600950,,,,2021-07-26
21-May,제주시,도두동,서양식 음식점업,여성,1362,25761020,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,기타 외국식 음식점업,남성,5,111000,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,수산물 소매업,남성,481,26304200,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,수산물 소매업,여성,579,26505100,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,구좌읍,욕탕업,여성,61,1409000,4638773.216,462192.298,3568134.269,2021-07-26
21-May,제주시,도두동,슈퍼마켓,남성,2356,48908300,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,중식 음식점업,여성,318,8145570,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,스포츠 및 레크레이션 용품 임대업,법인,40,1637500,,,,2021-07-26
21-May,제주시,도두동,스포츠 및 레크레이션 용품 임대업,여성,74,2315300,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,여관업,남성,119,11050450,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,여관업,법인,55,23898395,,,,2021-07-26
21-May,제주시,도두동,여관업,여성,72,5572869,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,여행사업,남성,633,38330070,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,여행사업,법인,217,38731150,,,,2021-07-26
21-May,제주시,도두동,여행사업,여성,331,24905330,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,욕탕업,남성,300,3429000,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,욕탕업,법인,58,1200000,,,,2021-07-26
21-May,제주시,도두동,스포츠 및 레크레이션 용품 임대업,남성,589,19395600,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,욕탕업,여성,163,2367000,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,육류 소매업,법인,70,11773960,,,,2021-07-26
21-May,제주시,도두동,육류 소매업,여성,141,7895890,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,일식 음식점업,남성,889,69696500,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,일식 음식점업,법인,455,65250500,,,,2021-07-26
21-May,제주시,도두동,일식 음식점업,여성,684,45368000,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,자동차 임대업,남성,4035,368367822,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,자동차 임대업,법인,1113,169366619,,,,2021-07-26
21-May,제주시,도두동,자동차 임대업,여성,2439,188889555,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,노형동,자동차 임대업,법인,25,5195000,,,,2021-07-26
21-May,제주시,노형동,자동차 임대업,남성,20,4675000,18356866.99,1929345.679,7333597.82,2021-07-26
21-May,제주시,도두동,육류 소매업,남성,188,12059680,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,슈퍼마켓,여성,1293,28603590,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,슈퍼마켓,법인,473,17925910,,,,2021-07-26
21-May,제주시,도두동,전시 및 행사 대행업,남성,17,367000,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,차량용 가스 충전업,남성,687,20353290,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,차량용 가스 충전업,법인,301,10902503,,,,2021-07-26
21-May,제주시,도두동,차량용 가스 충전업,여성,382,10945243,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,차량용 주유소 운영업,남성,1285,50798512,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,차량용 주유소 운영업,법인,612,43075313,,,,2021-07-26
21-May,제주시,도두동,차량용 주유소 운영업,여성,762,29618294,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,체인화 편의점,남성,5913,57937290,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,체인화 편의점,법인,756,9587760,,,,2021-07-26
21-May,제주시,도두동,중식 음식점업,남성,552,13684980,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,체인화 편의점,여성,3039,30298100,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,한식 음식점업,법인,1714,121412280,,,,2021-07-26
21-May,제주시,도두동,한식 음식점업,여성,3217,127928240,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,봉개동,골프장 운영업,남성,1253,147463980,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,골프장 운영업,법인,750,179005450,,,,2021-07-26
21-May,제주시,봉개동,골프장 운영업,여성,375,40761250,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,과실 및 채소 소매업,남성,52,2574500,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,과실 및 채소 소매업,법인,12,6038300,,,,2021-07-26
21-May,제주시,봉개동,과실 및 채소 소매업,여성,27,1048400,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,관광 민예품 및 선물용품 소매업,남성,12,221500,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,관광 민예품 및 선물용품 소매업,법인,2,28000,,,,2021-07-26
21-May,제주시,도두동,한식 음식점업,남성,4427,190082880,503804.585,83412.407,1172923.279,2021-07-26
21-May,제주시,도두동,전시 및 행사 대행업,여성,17,257000,432911.776,51775.47900000001,1083739.335,2021-07-26
21-May,제주시,도두동,전시 및 행사 대행업,법인,3,1882000,,,,2021-07-26
21-May,제주시,도두동,중식 음식점업,법인,195,5632700,,,,2021-07-26
21-May,서귀포시,예래동,욕탕업,법인,5,292600,,,,2021-07-26
21-May,제주시,오라동,비알콜 음료점업,법인,448,6695800,,,,2021-07-26
21-May,제주시,이호동,여관업,법인,61,9736000,,,,2021-07-26
21-May,제주시,봉개동,기타 외국식 음식점업,여성,56,1299000,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,마사지업,남성,1,440000,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,마사지업,법인,1,140000,,,,2021-07-26
21-May,제주시,봉개동,비알콜 음료점업,남성,1100,7769600,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,비알콜 음료점업,법인,236,2492400,,,,2021-07-26
21-May,제주시,봉개동,비알콜 음료점업,여성,825,6810340,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,빵 및 과자류 소매업,남성,240,2248750,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,빵 및 과자류 소매업,법인,75,1553150,,,,2021-07-26
21-May,제주시,봉개동,빵 및 과자류 소매업,여성,187,1701300,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,서양식 음식점업,남성,596,9530010,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,기타 외국식 음식점업,남성,208,5373000,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,서양식 음식점업,법인,133,3408100,,,,2021-07-26
21-May,제주시,봉개동,수산물 소매업,법인,3,150000,,,,2021-07-26
21-May,제주시,봉개동,수산물 소매업,여성,2,68000,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,슈퍼마켓,남성,3285,64106310,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,슈퍼마켓,법인,1001,30660780,,,,2021-07-26
21-May,제주시,봉개동,슈퍼마켓,여성,1769,41786990,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,여관업,법인,7,4210000,,,,2021-07-26
21-May,제주시,봉개동,여관업,여성,1,20000,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,여행사업,법인,2,3780000,,,,2021-07-26
21-May,제주시,봉개동,육류 소매업,남성,8,955400,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,삼도1동,건강보조식품 소매업,여성,45,6966100,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,봉개동,서양식 음식점업,여성,552,10882140,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,삼양동,그외 기타 종합 소매업,남성,1,290000,8123676.475,344657.591,1823359.088,2021-07-26
21-May,제주시,용담2동,체인화 편의점,법인,2584,25413920,,,,2021-07-26
21-May,제주시,봉개동,육류 소매업,여성,11,12319400,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,중식 음식점업,법인,182,6208000,,,,2021-07-26
21-May,제주시,봉개동,중식 음식점업,여성,92,2110500,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,차량용 가스 충전업,남성,4,308000,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,차량용 가스 충전업,법인,6,396000,,,,2021-07-26
21-May,제주시,봉개동,차량용 가스 충전업,여성,8,484000,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,차량용 주유소 운영업,남성,3691,190603671,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,차량용 주유소 운영업,법인,1758,127177428,,,,2021-07-26
21-May,제주시,봉개동,차량용 주유소 운영업,여성,1625,73255532,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,전시 및 행사 대행업,법인,1,40000,,,,2021-07-26
21-May,제주시,봉개동,체인화 편의점,남성,4896,54020050,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,육류 소매업,법인,14,9177800,,,,2021-07-26
21-May,제주시,봉개동,체인화 편의점,여성,2126,23905290,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,한식 음식점업,법인,1653,62482877,,,,2021-07-26
21-May,제주시,봉개동,한식 음식점업,여성,1333,34753550,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,봉개동,화장품 및 방향제 소매업,남성,1,180000,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,휴양콘도 운영업,남성,467,71790708,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,휴양콘도 운영업,법인,105,19849250,,,,2021-07-26
21-May,제주시,봉개동,휴양콘도 운영업,여성,386,58357420,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,삼도1동,건강보조식품 소매업,남성,42,8224950,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,건강보조식품 소매업,법인,14,2592500,,,,2021-07-26
21-May,제주시,봉개동,체인화 편의점,법인,949,14345030,,,,2021-07-26
21-May,제주시,봉개동,전시 및 행사 대행업,남성,14,184000,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,봉개동,한식 음식점업,남성,2787,77453870,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,삼도1동,과실 및 채소 소매업,남성,68,8120900,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,과실 및 채소 소매업,여성,137,22581100,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,슈퍼마켓,법인,1657,82143350,,,,2021-07-26
21-May,제주시,삼도1동,관광 민예품 및 선물용품 소매업,여성,13,2587500,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,그외 기타 스포츠시설 운영업,남성,1,230000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,그외 기타 종합 소매업,남성,2,1950000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,그외 기타 종합 소매업,법인,1,700000,,,,2021-07-26
21-May,제주시,삼도1동,기타 외국식 음식점업,남성,61,1986000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,기타 외국식 음식점업,법인,43,1374000,,,,2021-07-26
21-May,제주시,삼도1동,기타 외국식 음식점업,여성,48,864000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,기타 주점업,남성,250,45280000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,기타 주점업,법인,33,8260000,,,,2021-07-26
21-May,제주시,삼도1동,기타 주점업,여성,48,6920000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,관광 민예품 및 선물용품 소매업,법인,8,2940000,,,,2021-07-26
21-May,제주시,삼도1동,마사지업,남성,1,45000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,비알콜 음료점업,남성,179,1609810,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,비알콜 음료점업,법인,30,292700,,,,2021-07-26
21-May,제주시,삼도1동,비알콜 음료점업,여성,258,2015100,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,빵 및 과자류 소매업,남성,407,6407150,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,빵 및 과자류 소매업,법인,112,5135900,,,,2021-07-26
21-May,제주시,삼도1동,빵 및 과자류 소매업,여성,526,9237050,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,서양식 음식점업,남성,239,3380100,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,서양식 음식점업,법인,58,1795100,,,,2021-07-26
21-May,제주시,삼도1동,서양식 음식점업,여성,351,5043000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,과실 및 채소 소매업,법인,68,21248820,,,,2021-07-26
21-May,제주시,삼도1동,마사지업,여성,1,16000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,관광 민예품 및 선물용품 소매업,남성,7,1020000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,수산물 소매업,남성,3,531000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,수산물 소매업,법인,5,276000,,,,2021-07-26
21-May,제주시,삼도1동,슈퍼마켓,여성,8482,250253060,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,남성,65,4743800,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,법인,45,21474000,,,,2021-07-26
21-May,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,여성,16,3419000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,여관업,남성,325,14420233,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,여관업,법인,85,11058000,,,,2021-07-26
21-May,제주시,삼도1동,여관업,여성,119,5344555,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,여행사업,법인,1,132000,,,,2021-07-26
21-May,제주시,삼도1동,여행사업,여성,1,3000000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,슈퍼마켓,남성,8891,226123760,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,욕탕업,남성,93,7307000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,욕탕업,여성,51,1831000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,육류 소매업,남성,164,14323000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,육류 소매업,법인,50,11611000,,,,2021-07-26
21-May,제주시,삼도1동,육류 소매업,여성,213,18312000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,일반유흥 주점업,남성,109,25034000,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,일반유흥 주점업,법인,21,10503000,,,,2021-07-26
21-May,제주시,삼도1동,일반유흥 주점업,여성,10,3020000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,일식 음식점업,남성,187,12329500,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,일식 음식점업,법인,60,4506000,,,,2021-07-26
21-May,제주시,삼도1동,일식 음식점업,여성,70,3785400,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,욕탕업,법인,31,374500,,,,2021-07-26
21-May,제주시,삼도1동,수산물 소매업,여성,4,349000,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,봉개동,중식 음식점업,남성,221,5510000,1648979.306,384887.688,1833643.52,2021-07-26
21-May,제주시,애월읍,자동차 임대업,여성,114,10786750,13356923.95,1081019.008,8525503.316,2021-07-26
21-May,제주시,봉개동,전시 및 행사 대행업,여성,13,290000,1501545.032,150870.445,1390412.872,2021-07-26
21-May,제주시,삼도1동,중식 음식점업,남성,466,11657600,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,차량용 주유소 운영업,여성,228,10742797,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,체인화 편의점,남성,8301,74108070,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,체인화 편의점,법인,696,8457630,,,,2021-07-26
21-May,제주시,삼도1동,체인화 편의점,여성,3970,35501235,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,268,5334700,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",법인,35,1060400,,,,2021-07-26
21-May,제주시,삼도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,196,3803900,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,한식 음식점업,남성,4500,154097700,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도2동,관광 민예품 및 선물용품 소매업,남성,65,3593300,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도1동,한식 음식점업,법인,1433,61637400,,,,2021-07-26
21-May,제주시,삼도1동,차량용 주유소 운영업,법인,129,8953375,,,,2021-07-26
21-May,제주시,삼도1동,호텔업,남성,110,9453965,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,호텔업,여성,85,7665182,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도1동,화장품 및 방향제 소매업,남성,34,2563500,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도1동,화장품 및 방향제 소매업,법인,9,1619400,,,,2021-07-26
21-May,제주시,삼도1동,화장품 및 방향제 소매업,여성,48,6289130,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도2동,건강보조식품 소매업,남성,5,203000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,건강보조식품 소매업,여성,5,803000,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,과실 및 채소 소매업,남성,51,2109800,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,과실 및 채소 소매업,법인,18,11833320,,,,2021-07-26
21-May,제주시,삼도1동,한식 음식점업,여성,2205,67031616,3736711.554,283314.252,2105876.099,2021-07-26
21-May,제주시,삼도2동,수산물 소매업,남성,5,4409000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도1동,호텔업,법인,57,37537295,,,,2021-07-26
21-May,제주시,삼도2동,수산물 소매업,법인,15,14589500,,,,2021-07-26
21-May,제주시,삼도1동,차량용 주유소 운영업,남성,400,18420721,3295729.453,237951.817,2134454.196,2021-07-26
21-May,제주시,삼도2동,관광 민예품 및 선물용품 소매업,법인,14,2493000,,,,2021-07-26
21-May,제주시,삼도2동,그외 기타 종합 소매업,남성,3,80000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,그외 기타 종합 소매업,법인,42,32585000,,,,2021-07-26
21-May,제주시,삼도2동,그외 기타 종합 소매업,여성,7,4275000,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,기타 대형 종합 소매업,남성,7207,511641290,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,기타 대형 종합 소매업,법인,1369,137958790,,,,2021-07-26
21-May,제주시,삼도2동,기타 대형 종합 소매업,여성,7290,503622470,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,기타 외국식 음식점업,남성,71,2563000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,기타 외국식 음식점업,법인,29,1415000,,,,2021-07-26
21-May,제주시,삼도2동,관광 민예품 및 선물용품 소매업,여성,104,5195200,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,기타 외국식 음식점업,여성,31,1706000,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,과실 및 채소 소매업,여성,78,2375900,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,기타 주점업,법인,10,1330000,,,,2021-07-26
21-May,제주시,삼도2동,비알콜 음료점업,남성,376,2216500,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,비알콜 음료점업,법인,50,407900,,,,2021-07-26
21-May,제주시,삼도2동,비알콜 음료점업,여성,291,1768900,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,빵 및 과자류 소매업,남성,520,6453060,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,빵 및 과자류 소매업,법인,128,2496505,,,,2021-07-26
21-May,제주시,삼도2동,빵 및 과자류 소매업,여성,811,9977220,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,서양식 음식점업,남성,575,12167600,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,서양식 음식점업,법인,125,4173900,,,,2021-07-26
21-May,제주시,삼도2동,기타 주점업,남성,99,11633400,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,서양식 음식점업,여성,716,13510200,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,기타 주점업,여성,10,1099990,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,수산물 소매업,여성,7,4961000,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,중식 음식점업,여성,164,4185000,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,체인화 편의점,남성,11551,112356070,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,남성,258,16923200,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,법인,40,9239400,,,,2021-07-26
21-May,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,여성,75,10037800,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,여관업,남성,181,10875697,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,여관업,법인,77,17519505,,,,2021-07-26
21-May,제주시,삼도2동,여관업,여성,179,9478528,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,여행사업,법인,2,2380000,,,,2021-07-26
21-May,제주시,삼도2동,욕탕업,남성,76,888000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,욕탕업,법인,5,56500,,,,2021-07-26
21-May,제주시,삼도2동,욕탕업,여성,19,415000,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,슈퍼마켓,여성,826,13561590,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,육류 소매업,남성,35,6112000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,육류 소매업,여성,30,4364360,1513178.646,262040.94600000003,1967306.169,2021-07-26
21-May,제주시,삼도2동,일반유흥 주점업,남성,82,32517000,1663457.855,201549.955,1994797.655,2021-07-26
21-May,제주시,삼도2동,일반유흥 주점업,법인,8,3338000,,,,2021-07-26
